2017-01-31,1000
2017-02-28,1001
2017-03-31,15192
2017-04-30,999
2017-05-31,1000
2017-06-30,18031
2017-07-31,18961
2017-08-31,18986
2017-09-30,17980
2017-10-31,17982
2017-11-30,17985
2017-12-31,18991
2018-01-31,21985
